summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
Lovers Series: Forsaken is the first part of the three-part series. It follows Haruno Sakura as she navigate through self-love after all that happened to her. College/Modern AU.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Sakura opens her eyes and comes to the horrifying realisation that she has been reanimated after death.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A canon divergent fic in which The Last never happened and Hinata Hyuga was promised to another. Naruhina. One-shot.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sai is skeptical with him being a father and husband. One shot.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"This is the story of a ninja named Naruto Uzumaki, whose name is a footnote in history. OP Naruto.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"A lightbulb flickered above Sakura's head. Every ability has its genesis, right? She shook her head. No, that was stupid. She couldn't invent and give herself a kekkei genkai. That night she dreamt of the Haruno mon embroidered on a tapestry; it was hanging in a place of honor during one of Konoha's many festivals. The vision refused to leave her head.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"In the fight between the Sannin, Naruto decides share some of his thoughts.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Naruto has a light work day and decides to treat his wife to a surprise picnic.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Waiting for him is worth it so she did. One-shot. Very short.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Over time, there are things that didn't change— his innocent mischief, her flustering faze. But there are some things that they've adapted from each other, too— her childish pleading and his expression of love. /Sasusaku, fluff.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"In the silence of the morning, Kurenai takes a moment to herself to think back as she looks forward. — [kurenai-centric].",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"A date can mean a lot of things, but sometimes it doesn't go as planned. One-shot. Very short.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"His eyes are beautiful, nobody can say otherwise for Sakura. One-shot. Very short.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"Whenever Naruto have nightmares, he go home. Everybody get tired sometimes, so is Naruto, he just wants to rest. One-Shot.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
They both look forward in their mornings. They are the highlight of each others morning. But they still don't know that. One-Shot.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Naruto has a different opinion.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"It was really a miracle back then that Kizashi didn't rip him into shreds, and only threw mild shade at his person. Because right now Kakashi wanted to do nothing more than to eviscerate the guy sitting in front of him, and holding the hand of his youngest daughter. Written for KakaSaku Month 2021 and part of Scrapbook series.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"How long has she been in the dream? Years, months? She doesn't know. All she knows is that her happy life as Hinata Uzumaki had been abruptly cut short after the Hokage returned from his rescue not as Naruto Uzumaki but as Naruto Uchiha. SasuNaru mentions of NaruHina One shot",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"What would happen, I wonder, if Kankuro had been a great brother from the beginning?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Short crack fic inspired by the myth of Hades and Persephone, re-imagined through the universe of Naruto. As ruler of a third of the shinobi world, Sasuke declares that Hyuga Hinata will become his wife. Best/worst way to get her to fall in love with him? Abducting her, of course. SasuHina pairing. AU.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sakura wakes up in the middle of the night, deep in thought. Sasuke wonders what his wife is thinking of. Written for SasuSaku Month 2019, Day 7: One of These Nights",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"COMPLETE. In which Naruto and Sasuke go to a wedding, drink a lot of champagne, and talk. SNS, modern AU, oneshot.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Naruto banishment fic with a twist.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Kakashi felt like he was drowning. So weighed down by his grief and guilt, he couldn't face Minato-sensei's child even after taking him in under his roof. He reasoned that by doing so, he was saving the boy from staying in a bad place, and that was enough. Instead, Naruto saved him. (Two-shot)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Instead of Kaguya being sealed on the moon she time traveled to Naruto's birth and killed Obito. Will Kaguya have the peace she wants even if the gains blood in her hands? Naruko x Sasuke pairing.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"This story is about Naruto, and what if he was the strongest character in the show. The names in the title are the people who's power's he will have.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"""Forfeit, Hinata,"" Neji's voice rings in her ear. Right after the war, Hinata starts hearing and seeing her dead cousin. To find inner peace, she decides to solve the secret of their connection. But as the vicious voice inside of her is trying to drag her into the darkness, it might be only a matter of time until she gives in. Post-war, Hinata-centric, SasuHina",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"People say they were the modern version of Bonnie and Clyde, they too think they are, but also they're Sasuke and Sakura, they're own version, who only wants to ride or die for the rest of their lives. Modern AU Non-Massacre ( Sasusaku Oneshot )",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Naruto entertains Konohamaru and his friends with tales of his amazing ninja adventures. He tells the young children that there are many strange things out there that they may not be prepared for, but he has seen it all. However, Konohamaru has doubts that Naruto's tall tales are really true. Rated T to be safe. R&R please!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Following Sakura's death, Sasuke writes her letters that will never be read. Companion piece to it's hard to breathe sometimes.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Nara clan holds a secret that only main family know, no one else. Not even their own clan's men or the elders of the village or any of the Hokage. Where Yoshino knew about the tragic event before the news was told her. Os",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"When the government first announced the lockdown, Sasuke was elated to think that his fangirls would stay away from him. what he didn't know was that he would meet a pink-haired girl through his online class. A story of how two different people fall in love during the lockdown through online classes and due assignments. SasuSaku. Modern AU. non-massacre AU. crossposted in AO3.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This is just a test I repeat this is just a test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"When Sakura first told him about her visit to the alternate dimension and meeting his other self, Sasuke was curious to know why Sakura said that their personalities were poles apart. He knew that he couldn't pressurize Sakura into speaking about the other him. Therefore, Sasuke used his Rinnegan to transport himself to the other world and find the answers himself. Sasusaku",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Shizune is helping the hospital for two weeks as Ino goes on her honeymoon. Tenten is brought in as her temp replacement...things aren't going as smoothly as she thought,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"""Oji-san."" ""Oji-san."" ""Please."" ""Please."" And Neji caved, his willpower crumbling to dust in the face of his niece and nephew's adorableness. Putting them in his eye didn't hurt, not at all. (He would kill Naruto later.) A series of random one-shots featuring a Neji who lives and goes on to become Boruto and Himawari's uncle.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sometimes, Ino wondered if their love smelt like an incandescent but subtle scent of his jacket. She saw it laid in soil and meadow, in dandelion and daisy, at Chouji's yakuniki spot and in their own eyes.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"With only his dark thoughts to keep him company, Danzo admits to his failings and decides to do something about it.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Hinata spots Naruto during his wind chakra training with the waterfall...,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Naruto meets Hashirama in sapling form when is up to you! you can use any of the chapters and or events up to AN!,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"He just knew it was his fault, he was cursed, condemning everyone around him. However, those loving arms, giving him all the love possible made him doubt all that. Kakairumonth2021 Day 16: team 7.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"A short story of Naruto, Sakura and Sasuke all receive a little bit of help which greatly benefits them.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Sasuke's lonely night — and longing!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Naruto is spiraling out of control. The visions, the voices, they're all getting too much for him. No one is there to help him, no one is there to love him. He feels all alone and trapped, the constant tormenting is just getting too much for the boy. Will he be able to find help? TAG: Depression, Suicidal Thoughts, Self Harm, Abuse, Depictions of Blood and Violence.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Two different perspectives from two different people who meeting for a blind date. 1st Chapter in Sakura's POV and 2nd Chapter in Sasuke's POV. Fluff two-shot.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"He knew it was his fault, that he had killed his husband. Therefore, he wasn't surprised when he visited him, when he told him that he didn't deserve to live, when he told him that he felt lonely and that his face, once beautiful, was transformed into a nightmare. Kakairumonth2021 Day 14: ghosts.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Shikadai never knew walking around his own village would be so troublesome... But then again; with his current companion - he wasn't even surprised the way his day was going. Where Shikadai finds himself in yet another mess; all thanks to Boruto. Shikadai-Boruto friendship OS. (Rated K for mild swearing),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"When Kushina showed him her ""super-duper top-secret extremely awesome technique,"" Minato just knew that he had to replicate it too. But little did he realize just how tough it would be to recreate a jinchuuriki's greatest jutsu. He was so lucky that his cute little students helped him out every step of the way. In which Minato invents the Rasengan.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Sasuke Uchiha, one of the best fighters of the country,  is extremely respectful of Mr Haruno and his daughter, Sakura. While appointed as her Specialist Protection Officer, he falls in love with a girl whose name was Saki. He was unaware of the fact that she was none other than Sakura herself. SasuSaku (minor SasuIno). Modern AU. COMPLETED!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Just for fun one shot about Naruto being unbelieveably strong for literally no reason.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Tsunade, with the help of Chiyo, decides to have a medical summit, probably to get drunk. Sakura is left there, with Kabuto, Sasori, Karin and C to play a drinking stripping game, if they don't want the older ladies to join in.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NARUTO GETS NEGLECTED.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Sakura waits for no one anymore. Well, maybe except for Sasuke but he doesn't know that and he doesn't deserve to know it either.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Itachi has been dragged to a club by his cousin, Shisui, only to find trouble. Hinata has been dragged to a club by her friends, only to be ""trouble"". One-shot. CONSTRUCTIVE CRITICISM WELCOMED!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Naruto gets the idea to use music in tandem with his talk no jutsu.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
The Uchiha family spends mother's day. Sasusaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Sakura?"" he asked, every syllable carrying disbelief. He bit his tongue as the forbidden name left his mouth, because the Sakura he knew and loved had died long ago. The owner of shining jade eyes and rosy coloured hair nodded at him. ""I've been waiting for you, Sasuke.""",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Naruto and his first experience with Mother's Day!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Just a fluffy oneshot for my favourite ship SasuSaku. Glimpses of our kawaii little peanut, Sarada. In Sasuke's POV. Modern AU.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The universe does not revolve around Sasuke Uchiha. Meanwhile, Madara is capable of pattern recognition. After backstabbing everyone who has ever trusted him, Sasuke is about to find out that some favors come with too high a price...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Uzumaki Naruto was an oblivious moron, and Hyuuga Hinata was forced to deal with this fact first-hand, many, many times. Five times Naruto acted obliviously around Hinata, and one time Hinata acted obliviously around him.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""All you need is happiness. Even when you are a caged bird, you can virtually free yourself by feeling mirthful, Neji. You are just virtually caged. By making yourself contended, you can come out of the cage."" - First-ever NejiTen written by me [Ancient setup, A.U.]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"A new company has seemingly sprung out in town. It's leader? An enigmatic omega only known as Lord Namikaze. But why is this omega familiar to Sasuke and why do Sarada, Charasuke and Menma took a liking to him? SasuNaru Omegaverse a sequel to Kalalaw. One shot",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sasuke agrees to marry Sakura according to his father's wish but insists on a condition that the marriage will be a contractual one. However, things change when Sasuke meets with an accident. Modern AU. COMPLETE!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[REQUESTS CLOSED] Drabbles of the NaruHina kind. A collection of unrelated short stories prompted by the wonderful and creative readers of tumblr, FFN, AO3, and Wattpad :) Mostly humor but will have occasional drama. Slice of life, romantic fluff, family bonding, what-ifs, AUs, angst. ""Chapter""101 is an index that lists the prompts and the corresponding chapter numbers.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"After continuously dealing with being forgotten and treated like crap by the people he classified as his closest friends, Shino snapped.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Itachi meets the being that pulled him out of Hell. (Oneshot, ItaShi, Supernatural fusion)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
On the fifth anniversary of the defeat of the kyuubi a mob of drunk villagers go too far when they attack little Naruto. Warning for major character death.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"His answering grin was all that she needed. Kami, did you have to give him dimples with his smile too!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
It's Naruto and Karin's 2-year marriage anniversary and Karin knows exactly where she wants to go. Set in the Megalomania Universe.One-Shot.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
No one knew why Kaguya Otsutsuki came here. Not even her own sons. And she would prefer that way. For something even worse than anyone can imagine lurks beyond the stars. And it's just found its way to the future world of ninja. Rated T for intense violence and action sequences.,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
