,Summary,Adventure,Angst,Crime,Drama,Family,Fantasy,Friendship,General,Horror,Humor,Hurt_Comfort,Mystery,Parody,Poetry,Romance,Sci_Fi,Spiritual,Supernatural,Suspense,Tragedy,Western
336,"Kagome makes a selfless wish that backfires on her, leaving her almost completely alone. A KagSesshy fic with no InuYasha or Kikyou bashing gasp KagomeSesshoumaru InuYashaKikyou and MirokuSango",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
337,"Why does the implacable taiyoukai permit a small, human child to shadow his steps? What begins as obligation becomes something... undeniable. A story told in bits and pieces. NEWEST: 'Grasping' His over abundance makes up for her lack.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,"Complete. AU. Inuyasha is an American fighter pilot in WWII, down behind enemy lines. Kagome is a member of the French Resistence, and the 'companion' of Colonel Kouga, a local German officer. But things get complicated when their paths cross...",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
339,"ONE SHOT ""I'm already in love with someone,"" I said. ""And who is this supposed moron,"" he muttered darkly. I turned and looked at him. Oh God, here goes the last shred of dignity I own. ""You,"" I muttered. / ALSO POSTED ON FP UNDER XOXLUURVE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Inuyasha discovers an old nap-time pal of Kagome's and can't help but feel jealous. (one-shot fluff),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
341,"Let’s go back to the beginning, when love was something too new and precious to put into words. A story told in bits and pieces. CU. Inuyasha x Kagome.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Kagome comes up with a surefire plan to figure out what happened to youkai in the modern era. It involves dancing chicks... cupcakes... and a guinea pig. Kouga and Kagome.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
343,"An older Kagome trapped on her side of the well is shocked one day in her history class to find herself in the pages of a history book... as the mate of the powerful Sesshoumaru, and mother of his five children.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
344,"Sesshoumaru revives Rin, Rin follows Sesshomaru. Then she stays and he lets her. But why? And after that? Attempting to explain the odd relationship between the two.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,"Kagome is a slave that ran away from her cruel master, ending up at Inuyasha's door. Discovering Kagome's tortured past, he swears to protect her. But just when everything seems safe, Kagome's master comes after her and Inuyasha wanting revenge. [Story is currently being revised and will update once completed].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
346,"Oneshot. Fed up with Miroku’s lecherous habits, Kagome takes a rather unconventional approach to matchmaking -- with some unexpected side effects... InuKag, MirSan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
347,"Three months have passed since Kagome's return to the village. Hopes of what her and Inuyasha's relationship would entail have fallen flat, and with a new threat surfacing, it is up to the Inu group to save Japan and a newly resurrected Kikyo. With help from an unexpected source, new romance will arise as the group takes on the Goddess of Demons in this epic tail.(sess/kag;inu/kik)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
348,"Seeing Inuyasha with Kikyou, Kagome runs away only to be kidnapped by Naraku. Her memory gets altered and she turns against Inuyasha, even tries to kill him. Can Inuyasha save Kagome and tell her that he had chosen her — not Kikyou?",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
349,"InuYasha gazed at the doctor threateningly. 'Say that again.' he said, his voice barely above a whisper. The doctor swallowed hard, then spoke: 'Kagome has two weeks to live... at most.' InuKag, Romanceadventure",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
350,"SesshoumaruKagome. sql to TTAL. Kagome is trying to come to grips with the curse placed on her and Sesshoumaru, but Inuyasha is making it increasingly difficult. Sesshoumaru isn't helping, either.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
351,"The jewel is complete, and Kagome has left it to Inuyasha to make the wish. He does, and it has unexpected results. Currently under revision!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
352,AU. Sesshoumaru meets the woman who was really looking after his child [not Kikyou]. He just might thank Inuyasha for lying to him as long as he gets the date with the pretty lady.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
353,"Sesshomaru justifies the whole thing by thinking: Really, had that unscrupulous hanyou no shame? Though even the great demon lord himself can't deny that things were getting a little... odd. Inu/Sess YAOI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
354,"STORY COMPLETED!Charmed by the moonlight and his eyes, Kagome accepts the demon lord's gift a pale chain that will bind her to him forever. But... does she want to stay with him?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
355,A truth serum gone awry leaves Kagome with an unexpected side effect that sets in motion events leading her to an unknown fate. Full summary inside.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
356,"Boys and their cooties, yuck! Sesshoumaru x Kagome.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
357,"Kagome has had enough. She returns back home, trains, and returns as a somewhat female sesshy. Will the Lord of the West ignore the whispers of a new and powerful priestess especially if it turns out to be Inuysha's wench? The one he secretly found intriguing. What if he doesn't? Rating might go up sesskag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
358,"Inuyasha met her at Halloween party… and for months… he watched over her, stalked her. Yes, he was a vampire… but even after becoming hopelessly addicted to Kagome's rare blood type...he was no longer just after her blood… he wanted her heart.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
359,"What if instead of meeting Inuyasha first, Kagome met Sango only its fifty years earlier? Miroku was cursed and not his grandfather. What if Kagome befriended Kouga and Sesshoumaru before Inuyasha? (complete)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
360,"AU. Complete. Kagome, a regular girl dies suddenly in a car accident. But even as she tries to come to terms with her death, and a rather annoying Guardian Angel, she finds out that there's a few things that just aren't going to let her rest in peace.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
361,"Sesshoumaru, a disgraced fighter, meets Kagome in an underground fighting ring. But who is betting on whom? AU serial for the Dokuga LJ comm's weekly contests.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
362,"A peek at a scene as Inuyasha is finally the one looking on as Kagome trysts with Sesshoumaru. Paybacks, as they say, are a, well, you know.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Rated for language and a little violence. Kagome is going to her school dance. What happens when InuYasha decides to go with her? Mostly InuKag with a little SM thrown in.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364,"What happens when Sesshomaru joins the group and Kagome gets sick of InuYasha always leaving for Kikyou? Will romance blossom, or will there be hardships they all must overcome to finally be happy? Bad summary and ratings may change! R&R please! T for language!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
365,"Not all Darkness is evil and not all Light is good. It's up to you to decide what you will do with your power. Will you help restore the order, or will you destroy everything in your path? SessKag",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Kagome gets Inuyasha to come to a Halloween party with her. What will Inuyasha say when he see's her costume? And will Inuyasha and Kagome finally admitt there feelings? !WARNING! CHAPTER 11 RATED M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
367,"Youko Kurama is on a blind search for something that he cannot find. Kagome is lost in the forest, seperated from her comrades. The Shikon jewel draws them together. But what trouble will ensue? IYYYH Crossover InuKagYouko pairings. The rating may go up i",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
368,"Best One Shot First Place in the A Single Spark Annual Award! Kagome gets lost in a subterranean labyrinth, and while she tries to find the way back to her friends she comes across Sesshomaru... oneshot. A little SessKag.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
369,"Kagome has been summoned to the royal palace along with dozens of other chosen women in the country. Among the dozens only two will be chosen to wed the two princes. And of the two, only one can save the country from a growing evil.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
370,"Kagome’s eyeglasses. Sesshoumaru’s curiosity. A story in which many things are explained about the series Inuyasha... or not. /SessKag, CU/ Awards: Third Place for ""Best Kagome Portayal"" in 2nd Qtr. 2008, Dokuga awards! Thank you, whoever nominated me!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,"Love can happen in a moment. But more often, it happens in a series of common goals, unpaid debts, and random interference. But in the end, it is a search for the one who takes you as you are. Sess/Kag.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
372,"Okay, I admit I broke her nose but she had it coming! So I made her face puff up, I made her eyes black, and maybe her nose is a little out of place, why do I have to take her place as Inuyasha's muse?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
373,"Kagome, an elementary teacher in Tokyo suddenly finds her life entwined with the life of one of Tokyo's most notorious businessmen when his daughter joins her class. A little story of how you can affect the people around you in ways that might not seem ob",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
374,What happens when Kagome comes across a annoyed and very small Sesshoumaru? Chaos of course.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
375,"After Naraku is defeated, Kagome gets turned into a hanyou becasue of a dream she had. InuKag MirSan ShippoRin SessOC pairings",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
376,"Kagome has had enough of her husband's treatment. She's leaving, but will he let her go?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
377,"*Post-Canon* Eight years later, Rin had grown into a beautiful young woman. Many men from different lands sought her hand in marriage back at the village where Sesshomaru had left her. Despite all of this, she desires to travel with her Lord once again.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
378,"AU. During her senior year, Kagome discoverd she was pregnant. She wanted to tell InuYasha, but before she had the chance--he dumped her. Four years later, InuYasha steps back into her life. Now Kagome will wholly experience how hard it is to cheat fate.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
379,"InuYasha is the big hotshot at school. He's hot, popular and every girl wants him. Every girl except the new kid, Kagome. Unfortunately for her, this just makes InuYasha want her more. Will this player get rejected or have a chance at true love? R&R",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
380,"When boys fight, just how oblivious are they?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
381,"-COMPLETE- While Kagome lives half her life as a student, she lives the other half as a kickbutt martial artist & trains at her cousin Miroku's shrine. With a perverted cousin, a flirtatious instructor & a hottempered friend, will she survive there? R&R",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
382,"“Anyway,” the woman continued, oblivious, “I honestly don’t know why we’re even trying to sell him off. I mean, who would want to buy a mutt when we’ve got so many healthier, stronger, more beautiful dogs to offer?” (Mild InuKag, Non AU, Sho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
383,"She loved him. Yearned for him. But in the end, one can’t wait forever. InuKag Oneshot",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
384,"Kagome is now done with her school and heading back to her adventure with her love Inuyasha, except when she gets there, things are not so good. With an unexpected betrayal, Kagome is thought to be dead. Too bad she was very much alive. Fate wasn't done with her yet! read and Review! (Characters are OOC)",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
385,"[Finished] Kagome's mother get's into an abusive relationship and Kagome is sworn to secrecy. But when he starts to take his anger out on Kagome, Inuyasha notices how skittish Kagome is starting to act around him. Will Inuyasha figure out what's going on?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
386,"Inuyasha and Kouga can't stop competing with each other for Kagome's attentions, no matter how many times she tells them no. Written for InuComedyClub's Week 3 Provocation - Love Hurts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
387,"Kagome, a simple secretary, loves the bases of literature. Books excite her, and instead of enjoying human company, she would rather curl up and read a good book...that is until she meets a mysterious silver haired stranger at the local library.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
388,"Who knew that all you needed to become famous, was drown... [Complete]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
389,"If you go south down Main Street, leave the city, and drive ten miles, you reach Hinazuka Institute. It's a small facility with only 500 students. There is a boarding house, a cafeteria that serves three meals a day, and a prison system in the basement.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Kagome moves into her very first house and decides to introduce herself to her new neighbor with the scrumptious gift of Oreos. She had no idea she'd be leaving as a new dog owner.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
391,"When Kikyo decides to get hitched to one of the richest men in the world and Japan Kagome’s life takes a nasty turn. From dinner parties to an unpleasant elder brother, with mischievous thoughts in his head, can she possibly survive? RR! [SessKag]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,"IYYYHcrossover HieiKagome In a time of lonely desperation, Kagome is saved by a very unlikely soul, and led into a world even odder than the one she was forced to leave.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,"She was a struggling waitress with an inability to take crap from people. He was the foul mouthed customer bent on ruining her previously perfect night. Life was no fairy tale, the pepper spray sure as hell made sure of that. One-Shot",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
394,"During a hunting trip, Kagome's family go after a half wolf/half dog called 'Quicksilver'. One night she turns into a wolf after wearing a strange jewel to bed; now she ends up crossing paths with the legendary dog and sees what it's like to hunted.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
395,Sesshoumaru taunts Kagome one too many times with his perfection and she goes off the deep end.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
396,"Inuyasha and Co. are forced into going to kagome's time to escape death,lots of fluff...starts out as PG-13...the last chaps will end up being Nc-17",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
397,"After the final battle with Naraku the well seals, forcing Kagome back to her time for good. Only Inuyasha knows a way for them to be reunited again, and it doesn't involve the well...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
398,"An angel from the moon descended to Earth out of curiosity, but who could have known that the same trait would take away her ability to go back? SessxKag",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
399,A powerful cold TaiYoukai with command over the Sword of Life. A Powerful cold Miko with the ultimate Power of Purity. When they clash the result could be 'Deadly' or 'Destiny'. All will tremble in fear of them!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
400,"Kagome Higurashi specializes in helping others find their true loves. Too bad her own love life is one tragedy after another. Enter Inuyasha Takahashi, a lonely man still pining after his ex, his best friends force him to go to a matchmaking agency... AU",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
401,"Kagome and Shippo, while traveling around helping those in need, find themselves once again with a common enemy with a certain taiyoukai. SessKag R&R",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
402,".:now complete:. Sesshy & Kagome. Broken hearted by Inuyasha for the last time, she turns to a wounded Sesshoumaru and sets out to help him on his quest to save Rin.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Kagome never imagined she would meet Kouga in the present day. And she never expected to meet him like that. K plus for language.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
404,"Sesshomaru and Kagome work on a radio talk show and they hate each other. One day, Kagome calls in sick and Sesshomaru, working alone, gets a mysterious call that sounds awfully familiar. [AU SK FINISHED]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
405,"After being separated from Inuyasha, Kagome is kidnapped and imprisoned by Naraku. What will happen when Naraku traps an almost dead Sesshoumaru in the same cell? KagSess.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
406,"Sesshoumaru's wanted Kagome for a long time - but thinks he can't have her. Then, in a single moment, everything changed - for the better.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
407,"[complete] AU Sex, love, and holy matrimony--2 out of 3's not bad right? Inuyasha didn't believe in love until the night before his wedding. One problem, it's not the woman he's supposed to marry. InuKag...essentially...",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
408,"After a fateful encounter with Naraku, Kagome finds herself mated to none other than Lord Sesshoumaru. Follow her journey from becoming Lady of the Western Lands to falling in love and dealing with Sesshoumaru's mistress.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
409,"COMPLETE When Kagome is rescued in her time by a young man, it didn't take her long to figure out that he was Inuyasha's reincarnation. Will she choose to stay by Inuyasha's side, or will he be rejected like he rejected her? KI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410,"Imagine Sesshoumaru, the Lord of the Western Lands. Imagine Sesshoumaru, a student and the best friend of Kagome. Imagine them in love with one woman. Kagome gets stuck in the middle of a totally weird love triangle as Sesshoumaru meets his reincarnation.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
411,"Kagome thought that for once she was having a normal day. No Inuyasha dragging her back through the well, demons, or Hojo. So nice! And then it all turned sour when she was kidnapped in her own era. Now all she could do was wait in the basement with three crying girls for Inuyasha to come and save her. Now, what's this about 'mates?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
412,Sesshoumaru finds that time is not on his side as he debates his feelings towards Kagome only to find her gone when he reaches a decision. *COMPLETE*,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
413,"A demon lord gave a human girl back her life, and she gave him her unconditional love. But the rift between mortality and immortality will always be there. A look into Sesshoumaru and Rin.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,"A girl who is living her normal life at the modern Tokyo. But under some circumstances, she falls into the Bone-Eaters well and ends up being brought back to the Feudal Era. What will she do in order to survive inside a world full of monsters? Will she able to make friends here or gain herself some enemies? *Alert: In progress of re-writing*",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415,New Summary:SK Kagome is a college student working at a cafe. She is one of the few humans that know demons exsist. And she keeps running into this one annoying golden eyed demon . . .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
416,"In modern Japan, it was a meeting that should not have happened, but Sesshoumaru cannot help but to involve himself in a certain five-year-old Miko's life, Sess x Chibi!Kag drabbles",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,"Only certain people can bond with a dragon. Sesshomaru, a dragon rider, happens to be one. Kagome, wanting to fly like her secret love, finds a dragon’s egg. Can she hatch it or will she stay grounded forever? Ses/Kag -- beware OOCnes / AU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
418,(COMPLETE) This story takes place after Inuyasha's second movie. When Kagome saves Inuyasha with one kiss...what will that turn into for the both of them? Naraku defeated! Inuyasha (DemonHuman) action! And romance! InuKag and MirSan and AyameKouga,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
419,"The life of young Rin, the girl found by Sesshoumaru. (Sess/Rin) *COMPLETED*",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
420,"What will Kagome do when her groom's mysterious brother shows up and tells her that he isn't coming? Well he comes with a strange offer, and in the heat of the moment she takes it, agreeing to marry him instead. A story about how they learn to love...",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
421,"It was unusual for a sacrifice to become a lover, but somehow Kagome always knew that she was fated for the unusual. AU.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
