,Summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
130,"Sesshomarusama, where do babies come from?... Poor Sesshomaru. SesshyRin fatherdaughter fic. FLUFF Oneshot",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
131,"[AU - InuKag - one-shot] Her senior year, Kagome finally gets a date to Prom: her best friend, Inuyasha, who she somehow managed to fall for over the years. Only problem is, she's his date under the pretense of helping him win Kikyo's heart...",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
132,"Inuyasha is betrothed to a cursed princess, but no one knows where she is. Kagome is just a simple peasant girl trying to make her way in the worldor is she? It's Sleeping Beauty with an Inuyasha twist! [Inu x Kag]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
133,Naraku ponders the little butterfly that he has caught in his web.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134,"Kagome slips and says words that nearly destroys her relationship with Inuyasha. But when they meet a child and save him from raging villagers, she confuses him, and takes the boy as her son. And... he's a hanyou... InuKag, SanMir, SessAyaKoga",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,"Five years ago, Kagome had to abandon her life as the Princess of the Northern Kingdom. Now, after a fight with Naraku and the unleashing of her true strength she's heading North, to her father and the man she left behind. SesshomaruKagome Revised!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,"Kagome is the princess of humans while Inuyasha is the prince of demons even though he's a hanyou. When they were young, they secretly met up with each other, forming an early love. But one tragic event separated them to become heated enemies. Complete.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137,Kagome finally manages to strike Inuyasha speechless...,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
138,"Four years for her, over five hundred for him. While the past was the past and it was gone, it was not entirely forgotten. The details she could once recall so easily had long since slipped from her memory. But she could never forget him.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
139,Land holder Sesshoumaru must discover why the lands he gifted his estranged brother Inuyasha are doing so poorly. He never expected this.... AU SessKag. One shot. Dedicated to Duzzie.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,Kagome on a date with Hojo? Seriously? Will Kagome finally give up on Inuyasha and give the poor kid a chance? Only one way to find out....,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,"Sugimi is spending a great deal of time trying to figure out how to tell both his sons best friend Kagome that he wants her as his. Imagine his surprise when on the night of her graduation from high school, she confronts him with her feelings...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
142,"Kagome and Kikyo are rival cousins,different in every way.Kagome is in the jazz band.Kikyo is a cheerleader,dating InuYasha.Untill a bet is made and they have to switch places.InuKag.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
143,She was his life. He was her everything. A collection of Sess/Rin oneshots.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
144,"In Everett High School there is a secret club called the yaoi club. It is their job, during Sadies, to set up couples. This year Elizabeta has an ambitious plan. She is going to find a date for the infamous Lovino Vargas. Her choice is Antonio, unfortunately half the girls want to ask him too. Will she and her friends succeed? Contains Spamano, UsUk, Prucan, GerIta, others",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
145,"Romano is not Rome's favorite grandchild. He is not Veneziano. But maybe he's blowing this a bit out of perspective; after all, he doesn't know how Rome actually felt about him also known as the fic where we find out how Rome felt about Romano . gen fic.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
146,"The Ottoman Empire has captured part of Venice, and now he is headed for Rome - but Spain will not allow his Rome, his Romano, to be taken away by anyone.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
147,"Based from Axis Powers Hetalia Episode 23.5. In the morning after that horrible night, Italy's body had been swept out to sea, leaving his spirit in limbo. Wanting to find his friends, he asks for Rome's help to find his friends again. That is, if they are willing to talk to the ghost of the friend they murdered.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,"Russia decides to throw a birthday party and invites the entire world, but no one shows up... that is, except for one rather insensitive guest and one who might or might not be just an alcohol-induced hallucination.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
149,America doesn't deal well with England leaving. England struggles to understand what's going on inside his little colony's head.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
150,"Denmark has officially screwed up another one of their dates, and their anniversary at that. So feeling upset and depressed, Norway uses his magic to transport himself to a parallel world in which he had never existed. Looks like trouble, and trouble can only lead to: juiceboxes, hair curls, spiders, and...blood? Uh-oh, here we go... DenNor.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
151,"Matthew wishes to discuss a personal matter, and, much to Arthur's horror the person that he wants to discuss it with is -him-. Canada/ England",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
152,“Ma belle Angleterre… Can I have one picture of you where you don’t look like an angry child?” FrUK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153,"Matthew had never touched a cigarette before his first day in hell. The only thing that was worse than the war was his growing familiarity with the stakes. Matthew had never touched a cigarette before Gilbert. And now, he was glad that he had.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,"With anyone else, Germany would have suspected an elaborate staged sickness, but he never second guessed Italy's cold being genuine; the other country clearly feverish and utterly miserable by appearance alone. N.Italy/Germany .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155,Growing up doesn't really mean anything. England x America -World x America- MPREG Yaoi Violence Oneshot -For I Am The Queen-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
156,Arthur's experience during the London Blitz.,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
157,"Much to England's consternation, America keeps trying to talk to other nations in their own languages. Worst of all, he's succeeding. USUK friendship, with a cameo by Lithuania. Now with SpainEngland commiseration omake.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
158,"Lovina Vargas, a noble at her grandfather's estate in the Caribbean, is captured by an infamous pirate during a raid. Will this Captain Carriedo live up to his reputation? Is Lovina the only land wench to catch a pirate's eye? Will have USUK and PruCan later on. Rated T for language, (courtesy of a temperamental Italian and feisty American), and general pirate shenanigans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,"Toris was always bullied from day one. Can this new student, Feliks, cure a broken spirit? Warning: homophobia, suicidal themes, bullying, and Highschool AU.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
160,"Sometime in 1942--Italy's a lover, not a fighter.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
161,"Italy had been waiting for the Holy Roman Empire ever since he had gone to war. After two thousand years, he had finally returned to Italy's side...wait, hold up a minute! Germany's HRE! Who the heck's the other guy and why is he claiming to be him?",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
162,"England is used to spending Christmas alone but this year something unexpected happens. Stupid fae! England now finds himself surrounded by family and friends but will anything mess this up for him? Protective!kirkland brothers, de-aged!England. Warning! Contains the bad touch trio and fluff!",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
163,The ten stolen kisses that Canada could have had. Fem!Canada x World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164,"Alfred F. Jones was Matthew's babysitter when he was younger. And now, thanks to Gilbert, he's back to watch Matthew when his parents are away. Oh, and Matthew has the hots for him. AU, Alfred/Matthew",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
165,"'After much deliberation I have decided to write a journal- not a bloody diary!- in order to retain some sanity in my life. Sanity such as ignoring my perverted frog of a boss' advances, and not daydreaming about that young American chap my brothers seem intent on setting me up with.' Birthday fic for LucyMoon1992",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
166,"Upon losing their mothers in tragic divorce and a car wreck, Alfred, Lovino, and Matthew are raised by the three most unconventional fathers. Can they reunite their lost family, or further tear it apart? AU, COMPLETE!",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
167,"When Arthur dreams, he is England. As England he remembers the warmth of loving companionship. But as England, he also remembers death. The darkness that engulfed him.It is in that darkness, he is awoken. My First Fanfic! Be Nice! USUK, slight UK/OC R&R",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
168,"One Shot: England was always known as a gentleman among the other nations so this meeting was a bit of a shock for all... Contains: OOC-ness, Crack, Hard to understand accents, Bad Language and more crack for the sake of it xP",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
169,Cardverse!AU: The ruthless Queen of Spades builds a fitting kingdom for his king by capturing the other Suits - but the King of Spades remains the first prisoner he ever took. USUK. Oneshot.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
170,"World War Two was a long four years. This is their story. Well, I just wanna see the light!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
171,"The old world is dying, Alfred. Arthur is just the first."" People, animals, even entire countries all eventually fade away, but life and love always find a way to go on...",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172,"The Magician is a super villain that seeks to go back to his former glory days. Instead of getting what he wants though, he finds himself dragged into problems that he, in one way or the other, created during his former glory days. Perhaps being a villain isn't so much fun after all... Super hero/villain AU. (Other than FrancexJeanne, no official pairings)",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
173,"In which Gilbert, Francis and Antonio play 'the most inane footy game in history', dragging others along with them.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
174,"America always thought that he was a hero and a hero should be able to do everything, including proposing the love of his life. Yet Fate seemed not to agree with the notion and America found how his every attempt was thwarted awesomely.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
175,America grows up throughout history. To commemorate the Fourth of July.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
176,"Italy wants nothing more than to make Germany happy, but it seems that no matter what he does, he just can't quite live up to Germany's soldier standards. However, he's given the chance to change all that with the appearance of a grumpy angel who will him to allow him to wish for anything, including changing himself. 2P! characters, GerIta with a few slight Spamano hints",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,"During the war, Prussia takes Austria as prisoner. In an attempt to rescue him, Hungary infiltrates Prussia's military to take him down. However, she is torn between her loyalty and love for Austria and the mending relationship between her and Prussia.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
178,"Lukas Bondevik always wondered what kind of soulmate he'd end up with, especially since the first words his soulmate will say to him is ""GGGGGGGGGGGGGGGNNNNNNNNNNNNNNNNHHHHHHHHHHHHHHHH""... that probably meant nothing good. DenNor! Soulmate!AU",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
179,"The elves latest prank on Norway leaves him rather more open than normal. Denmark, of course, uses this to his advantage.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
180,"""Over two hundred years!"" He shouted, his blue eyes flashing. ""It's been over two hundred years, and you still let it…"" He paused, and England could have sworn he heard a hitch in his voice. ""You still let it stand between us."" AmericaxEngland.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
181,"America catches Cuba hitting Canada, so he enacts a little Big Brother Protection on the second largest nation in the world, what could go wrong? Human names are mentioned and this is non romantic, just brotherly love.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
182,"Arthur has never been late to work, but the one day that he is, of course he gets trapped in an elevator with someone he doesn't know. USUK",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
183,"When England has had the last straw, he decides to put a curse on America to teach him a lesson. But he quickly discovers that his curse has only made things between them much more interesting. Rated T for some language and yaoi. :D",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
184,"Everyone knew that Norway often choked Denmark with his tie, but no one had anticipated such disastrous consequences... Hints of DenNor.",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
185,"In a world with few stars and no hope, with no laws or order, with magic and no happy endings, a hero manages to rise up. He may not seem like much, just one man facing an entire, screwed up world. But, with a few extra people, including his blind brother, a dragon rider, and a wizard with two personalities, he just might be able to change something. But will it be for the better?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"In which Alfred watches Arthur sleeping away a lazy Wednesday afternoon, idly musing and thinking his affection one-sided. It isn't. Gentle, breathy USUK fluff.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,"Tino's oddly colored eyes have landed him in many tight spots his entire life, but none quite like this. When a terrifying dragon adds Tino to his horde of gems and jewels, he finds himself wondering who else is after him…and why? And are Tino's eyes the only thing this dragon wants? SuFin AU. Dragon!Berwald x Tino. Not bestiality, darn it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
188,"England has been dead for a hundred years, his islands sunken into the sea because of tsunami. But now the island is emerging from the ocean again. Will it give America back his lost love? One-shot",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
189,"Hong Kong wants to be understood, maybe his estranged brother is the only one that really does. Hong KongXCanada, now with additional Egypt.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
